# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Time (s)","Recording (a.u.)"
4.208333333E-3,5.004882812E-3
4.229166667E-3,4.364013672E-3
4.250000000E-3,4.455566406E-3
4.270833333E-3,5.157470703E-3
4.291666667E-3,6.835937500E-3
4.312500000E-3,8.605957031E-3
4.333333333E-3,1.092529297E-2
4.354166667E-3,1.406860352E-2
4.375000000E-3,1.635742188E-2
4.395833333E-3,2.032470703E-2
4.416666667E-3,2.221679688E-2
4.437500000E-3,2.539062500E-2
4.458333333E-3,2.609252930E-2
4.479166667E-3,2.630615234E-2
4.500000000E-3,2.478027344E-2
4.520833333E-3,2.120971680E-2
4.541666667E-3,1.644897461E-2
4.562500000E-3,9.185791016E-3
4.583333333E-3,3.417968750E-3
4.604166667E-3,-3.326416016E-3
4.625000000E-3,-7.934570312E-3
4.645833333E-3,-1.077270508E-2
4.666666667E-3,-1.025390625E-2
4.687500000E-3,-8.789062500E-3
4.708333333E-3,-5.157470703E-3
4.729166667E-3,-2.471923828E-3
4.750000000E-3,-6.713867188E-4
4.770833333E-3,-3.356933594E-4
4.791666667E-3,-2.471923828E-3
4.812500000E-3,-6.805419922E-3
4.833333333E-3,-1.190185547E-2
4.854166667E-3,-1.861572266E-2
4.875000000E-3,-2.532958984E-2
4.895833333E-3,-3.088378906E-2
4.916666667E-3,-3.576660156E-2
4.937500000E-3,-3.829956055E-2
4.958333333E-3,-3.918457031E-2
4.979166667E-3,-3.717041016E-2
5.000000000E-3,-3.463745117E-2
5.020833333E-3,-2.920532227E-2
5.041666667E-3,-2.520751953E-2
5.062500000E-3,-2.001953125E-2
5.083333333E-3,-1.547241211E-2
5.104166667E-3,-1.251220703E-2
5.125000000E-3,-8.605957031E-3
5.145833333E-3,-6.317138672E-3
5.166666667E-3,-4.211425781E-3
5.187500000E-3,-2.655029297E-3
5.208333333E-3,-1.129150391E-3
5.229166667E-3,-1.190185547E-3
5.250000000E-3,3.051757812E-5
5.270833333E-3,9.460449219E-4
5.291666667E-3,1.373291016E-3
5.312500000E-3,4.974365234E-3
5.333333333E-3,7.019042969E-3
5.354166667E-3,9.765625000E-3
5.375000000E-3,1.223754883E-2
5.395833333E-3,1.370239258E-2
5.416666667E-3,1.434326172E-2
5.437500000E-3,1.382446289E-2
5.458333333E-3,1.284790039E-2
5.479166667E-3,9.979248047E-3
5.500000000E-3,7.934570312E-3
5.520833333E-3,4.730224609E-3
5.541666667E-3,1.251220703E-3
5.562500000E-3,-1.708984375E-3
5.583333333E-3,-4.333496094E-3
5.604166667E-3,-5.828857422E-3
5.625000000E-3,-6.042480469E-3
5.645833333E-3,-4.852294922E-3
5.666666667E-3,-3.448486328E-3
5.687500000E-3,-7.629394531E-4
5.708333333E-3,1.861572266E-3
5.729166667E-3,4.516601562E-3
5.750000000E-3,7.751464844E-3
5.770833333E-3,8.850097656E-3
5.791666667E-3,1.193237305E-2
5.812500000E-3,1.354980469E-2
5.833333333E-3,1.422119141E-2
5.854166667E-3,1.443481445E-2
5.875000000E-3,1.257324219E-2
5.895833333E-3,9.124755859E-3
5.916666667E-3,4.638671875E-3
5.937500000E-3,6.103515625E-5
5.958333333E-3,-7.354736328E-3
5.979166667E-3,-1.217651367E-2
6.000000000E-3,-1.641845703E-2
6.020833333E-3,-1.919555664E-2
6.041666667E-3,-1.995849609E-2
6.062500000E-3,-1.934814453E-2
6.083333333E-3,-1.864624023E-2
6.104166667E-3,-1.773071289E-2
6.125000000E-3,-1.632690430E-2
6.145833333E-3,-1.608276367E-2
6.166666667E-3,-1.510620117E-2
6.187500000E-3,-1.528930664E-2
6.208333333E-3,-1.470947266E-2
6.229166667E-3,-1.547241211E-2
6.250000000E-3,-1.675415039E-2
6.270833333E-3,-1.855468750E-2
6.291666667E-3,-2.188110352E-2
6.312500000E-3,-2.453613281E-2
6.333333333E-3,-2.676391602E-2
6.354166667E-3,-2.795410156E-2
6.375000000E-3,-2.804565430E-2
6.395833333E-3,-2.691650391E-2
6.416666667E-3,-2.435302734E-2
6.437500000E-3,-2.273559570E-2
6.458333333E-3,-1.882934570E-2
6.479166667E-3,-1.644897461E-2
6.500000000E-3,-1.354980469E-2
6.520833333E-3,-1.110839844E-2
6.541666667E-3,-8.300781250E-3
6.562500000E-3,-6.713867188E-3
6.583333333E-3,-4.852294922E-3
6.604166667E-3,-3.784179688E-3
6.625000000E-3,-2.716064453E-3
6.645833333E-3,-2.532958984E-3
6.666666667E-3,-9.765625000E-4
6.687500000E-3,4.882812500E-4
6.708333333E-3,2.593994141E-3
6.729166667E-3,5.767822266E-3
6.750000000E-3,7.934570312E-3
6.770833333E-3,9.521484375E-3
6.791666667E-3,1.095581055E-2
6.812500000E-3,1.043701172E-2
6.833333333E-3,9.521484375E-3
6.854166667E-3,8.544921875E-3
6.875000000E-3,7.171630859E-3
6.895833333E-3,5.065917969E-3
6.916666667E-3,5.004882812E-3
6.937500000E-3,4.302978516E-3
6.958333333E-3,3.936767578E-3
6.979166667E-3,4.974365234E-3
7.000000000E-3,5.554199219E-3
7.020833333E-3,6.530761719E-3
7.041666667E-3,7.751464844E-3
7.062500000E-3,8.422851562E-3
7.083333333E-3,8.789062500E-3
7.104166667E-3,9.307861328E-3
7.125000000E-3,9.338378906E-3
7.145833333E-3,7.873535156E-3
7.166666667E-3,5.981445312E-3
7.187500000E-3,1.800537109E-3
7.208333333E-3,-3.143310547E-3
7.229166667E-3,-9.460449219E-3
7.250000000E-3,-1.556396484E-2
7.270833333E-3,-2.154541016E-2
7.291666667E-3,-2.648925781E-2
7.312500000E-3,-2.902221680E-2
7.333333333E-3,-3.137207031E-2
7.354166667E-3,-3.030395508E-2
7.375000000E-3,-2.890014648E-2
7.395833333E-3,-2.703857422E-2
7.416666667E-3,-2.444458008E-2
7.437500000E-3,-2.343750000E-2
7.458333333E-3,-2.355957031E-2
7.479166667E-3,-2.502441406E-2
7.500000000E-3,-2.789306641E-2
7.520833333E-3,-3.298950195E-2
7.541666667E-3,-3.778076172E-2
7.562500000E-3,-4.406738281E-2
7.583333333E-3,-5.123901367E-2
7.604166667E-3,-5.679321289E-2
7.625000000E-3,-6.317138672E-2
7.645833333E-3,-6.762695312E-2
7.666666667E-3,-7.095336914E-2
7.687500000E-3,-7.101440430E-2
7.708333333E-3,-7.037353516E-2
7.729166667E-3,-6.607055664E-2
7.750000000E-3,-6.076049805E-2
7.770833333E-3,-5.529785156E-2
7.791666667E-3,-4.946899414E-2
7.812500000E-3,-4.656982422E-2
7.833333333E-3,-4.354858398E-2
7.854166667E-3,-4.403686523E-2
7.875000000E-3,-4.382324219E-2
7.895833333E-3,-4.589843750E-2
7.916666667E-3,-4.663085938E-2
7.937500000E-3,-4.757690430E-2
7.958333333E-3,-4.769897461E-2
7.979166667E-3,-4.772949219E-2
8.000000000E-3,-4.748535156E-2
8.020833333E-3,-4.598999023E-2
8.041666667E-3,-4.473876953E-2
8.062500000E-3,-4.092407227E-2
8.083333333E-3,-3.790283203E-2
8.104166667E-3,-3.372192383E-2
8.125000000E-3,-3.021240234E-2
8.145833333E-3,-2.676391602E-2
8.166666667E-3,-2.420043945E-2
8.187500000E-3,-2.185058594E-2
8.208333333E-3,-2.059936523E-2
8.229166667E-3,-1.965332031E-2
8.250000000E-3,-1.983642578E-2
8.270833333E-3,-2.072143555E-2
8.291666667E-3,-2.255249023E-2
8.312500000E-3,-2.615356445E-2
8.333333333E-3,-2.954101562E-2
8.354166667E-3,-3.298950195E-2
8.375000000E-3,-3.555297852E-2
8.395833333E-3,-3.622436523E-2
8.416666667E-3,-3.570556641E-2
8.437500000E-3,-3.363037109E-2
8.458333333E-3,-2.996826172E-2
8.479166667E-3,-2.603149414E-2
8.500000000E-3,-2.279663086E-2
8.520833333E-3,-1.895141602E-2
8.541666667E-3,-1.718139648E-2
8.562500000E-3,-1.669311523E-2
8.583333333E-3,-1.672363281E-2
8.604166667E-3,-1.986694336E-2
8.625000000E-3,-2.328491211E-2
8.645833333E-3,-2.743530273E-2
8.666666667E-3,-3.131103516E-2
8.687500000E-3,-3.530883789E-2
8.708333333E-3,-3.781127930E-2
8.729166667E-3,-3.988647461E-2
8.750000000E-3,-4.086303711E-2
8.770833333E-3,-4.089355469E-2
8.791666667E-3,-4.040527344E-2
8.812500000E-3,-3.900146484E-2
8.833333333E-3,-3.799438477E-2
8.854166667E-3,-3.445434570E-2
8.875000000E-3,-3.323364258E-2
8.895833333E-3,-3.164672852E-2
8.916666667E-3,-3.176879883E-2
8.937500000E-3,-3.390502930E-2
8.958333333E-3,-3.744506836E-2
8.979166667E-3,-4.330444336E-2
9.000000000E-3,-4.968261719E-2
9.020833333E-3,-5.633544922E-2
9.041666667E-3,-6.167602539E-2
9.062500000E-3,-6.652832031E-2
9.083333333E-3,-6.860351562E-2
9.104166667E-3,-6.942749023E-2
9.125000000E-3,-6.707763672E-2
9.145833333E-3,-6.301879883E-2
9.166666667E-3,-5.841064453E-2
9.187500000E-3,-5.218505859E-2
9.208333333E-3,-4.718017578E-2
9.229166667E-3,-4.248046875E-2
9.250000000E-3,-3.884887695E-2
9.270833333E-3,-3.775024414E-2
9.291666667E-3,-3.738403320E-2
9.312500000E-3,-3.906250000E-2
9.333333333E-3,-4.040527344E-2
9.354166667E-3,-4.312133789E-2
9.375000000E-3,-4.342651367E-2
9.395833333E-3,-4.446411133E-2
9.416666667E-3,-4.202270508E-2
9.437500000E-3,-3.936767578E-2
9.458333333E-3,-3.381347656E-2
9.479166667E-3,-2.883911133E-2
9.500000000E-3,-2.246093750E-2
9.520833333E-3,-1.651000977E-2
9.541666667E-3,-1.159667969E-2
9.562500000E-3,-5.432128906E-3
9.583333333E-3,-4.302978516E-3
9.604166667E-3,-1.953125000E-3
9.625000000E-3,-4.150390625E-3
9.645833333E-3,-6.347656250E-3
9.666666667E-3,-1.208496094E-2
9.687500000E-3,-1.608276367E-2
9.708333333E-3,-2.221679688E-2
9.729166667E-3,-2.471923828E-2
9.750000000E-3,-2.578735352E-2
9.770833333E-3,-2.572631836E-2
9.791666667E-3,-2.279663086E-2
9.812500000E-3,-1.980590820E-2
9.833333333E-3,-1.522827148E-2
9.854166667E-3,-1.342773438E-2
9.875000000E-3,-9.887695312E-3
9.895833333E-3,-1.022338867E-2
9.916666667E-3,-9.826660156E-3
9.937500000E-3,-1.126098633E-2
9.958333333E-3,-1.217651367E-2
9.979166667E-3,-1.455688477E-2
1.000000000E-2,-1.614379883E-2
1.002083333E-2,-1.763916016E-2
1.004166667E-2,-1.956176758E-2
1.006250000E-2,-1.977539062E-2
1.008333333E-2,-1.968383789E-2
1.010416667E-2,-1.904296875E-2
1.012500000E-2,-1.742553711E-2
1.014583333E-2,-1.541137695E-2
1.016666667E-2,-1.327514648E-2
1.018750000E-2,-1.077270508E-2
1.020833333E-2,-9.735107422E-3
1.022916667E-2,-8.361816406E-3
1.025000000E-2,-9.246826172E-3
1.027083333E-2,-1.113891602E-2
1.029166667E-2,-1.406860352E-2
1.031250000E-2,-1.773071289E-2
1.033333333E-2,-2.233886719E-2
1.035416667E-2,-2.532958984E-2
1.037500000E-2,-2.767944336E-2
1.039583333E-2,-2.886962891E-2
1.041666667E-2,-2.749633789E-2
1.043750000E-2,-2.560424805E-2
1.045833333E-2,-2.188110352E-2
1.047916667E-2,-1.928710938E-2
1.050000000E-2,-1.678466797E-2
1.052083333E-2,-1.663208008E-2
1.054166667E-2,-1.800537109E-2
1.056250000E-2,-2.236938477E-2
1.058333333E-2,-2.713012695E-2
1.060416667E-2,-3.344726562E-2
1.062500000E-2,-3.796386719E-2
1.064583333E-2,-4.125976562E-2
1.066666667E-2,-4.269409180E-2
1.068750000E-2,-4.083251953E-2
1.070833333E-2,-3.622436523E-2
1.072916667E-2,-2.929687500E-2
1.075000000E-2,-2.105712891E-2
1.077083333E-2,-1.193237305E-2
1.079166667E-2,-3.051757812E-3
1.081250000E-2,4.272460938E-3
1.083333333E-2,9.979248047E-3
1.085416667E-2,1.409912109E-2
1.087500000E-2,1.550292969E-2
1.089583333E-2,1.629638672E-2
1.091666667E-2,1.531982422E-2
1.093750000E-2,1.443481445E-2
1.095833333E-2,1.391601562E-2
1.097916667E-2,1.477050781E-2
1.100000000E-2,1.635742188E-2
1.102083333E-2,1.962280273E-2
1.104166667E-2,2.291870117E-2
1.106250000E-2,2.722167969E-2
1.108333333E-2,2.969360352E-2
1.110416667E-2,3.268432617E-2
1.112500000E-2,3.445434570E-2
1.114583333E-2,3.521728516E-2
1.116666667E-2,3.512573242E-2
1.118750000E-2,3.421020508E-2
1.120833333E-2,3.189086914E-2
1.122916667E-2,2.819824219E-2
1.125000000E-2,2.392578125E-2
1.127083333E-2,1.773071289E-2
1.129166667E-2,1.171875000E-2
1.131250000E-2,6.713867188E-3
1.133333333E-2,2.716064453E-3
1.135416667E-2,-7.324218750E-4
1.137500000E-2,-2.349853516E-3
1.139583333E-2,-4.394531250E-3
1.141666667E-2,-6.103515625E-3
1.143750000E-2,-7.446289062E-3
1.145833333E-2,-9.948730469E-3
1.147916667E-2,-1.226806641E-2
1.150000000E-2,-1.599121094E-2
1.152083333E-2,-1.931762695E-2
1.154166667E-2,-2.362060547E-2
1.156250000E-2,-2.828979492E-2
1.158333333E-2,-3.387451172E-2
1.160416667E-2,-4.000854492E-2
1.162500000E-2,-4.592895508E-2
1.164583333E-2,-5.136108398E-2
1.166666667E-2,-5.627441406E-2
1.168750000E-2,-5.892944336E-2
1.170833333E-2,-5.902099609E-2
1.172916667E-2,-5.691528320E-2
1.175000000E-2,-5.325317383E-2
1.177083333E-2,-4.891967773E-2
1.179166667E-2,-4.562377930E-2
1.181250000E-2,-4.238891602E-2
1.183333333E-2,-4.153442383E-2
1.185416667E-2,-4.138183594E-2
1.187500000E-2,-4.223632812E-2
1.189583333E-2,-4.486083984E-2
1.191666667E-2,-4.660034180E-2
1.193750000E-2,-4.830932617E-2
1.195833333E-2,-4.934692383E-2
1.197916667E-2,-4.888916016E-2
1.200000000E-2,-4.678344727E-2
1.202083333E-2,-4.333496094E-2
1.204166667E-2,-3.732299805E-2
1.206250000E-2,-3.256225586E-2
1.208333333E-2,-2.590942383E-2
1.210416667E-2,-2.142333984E-2
1.212500000E-2,-1.660156250E-2
1.214583333E-2,-1.406860352E-2
1.216666667E-2,-1.177978516E-2
1.218750000E-2,-1.193237305E-2
1.220833333E-2,-1.126098633E-2
1.222916667E-2,-1.196289062E-2
1.225000000E-2,-1.248168945E-2
1.227083333E-2,-1.339721680E-2
1.229166667E-2,-1.431274414E-2
1.231250000E-2,-1.403808594E-2
1.233333333E-2,-1.309204102E-2
1.235416667E-2,-9.674072266E-3
1.237500000E-2,-6.195068359E-3
1.239583333E-2,3.662109375E-4
1.241666667E-2,6.927490234E-3
1.243750000E-2,1.397705078E-2
1.245833333E-2,2.072143555E-2
1.247916667E-2,2.505493164E-2
1.250000000E-2,2.865600586E-2
1.252083333E-2,3.030395508E-2
1.254166667E-2,3.085327148E-2
1.256250000E-2,2.993774414E-2
1.258333333E-2,2.850341797E-2
1.260416667E-2,2.557373047E-2
1.262500000E-2,2.252197266E-2
1.264583333E-2,1.879882812E-2
1.266666667E-2,1.556396484E-2
1.268750000E-2,1.300048828E-2
1.270833333E-2,1.086425781E-2
1.272916667E-2,1.010131836E-2
1.275000000E-2,9.674072266E-3
1.277083333E-2,1.010131836E-2
1.279166667E-2,1.010131836E-2
1.281250000E-2,9.765625000E-3
1.283333333E-2,8.544921875E-3
1.285416667E-2,6.622314453E-3
1.287500000E-2,2.532958984E-3
1.289583333E-2,-3.021240234E-3
1.291666667E-2,-9.643554688E-3
1.293750000E-2,-1.696777344E-2
1.295833333E-2,-2.334594727E-2
1.297916667E-2,-2.932739258E-2
1.300000000E-2,-3.259277344E-2
1.302083333E-2,-3.509521484E-2
1.304166667E-2,-3.427124023E-2
1.306250000E-2,-3.347778320E-2
1.308333333E-2,-3.115844727E-2
1.310416667E-2,-2.853393555E-2
1.312500000E-2,-2.694702148E-2
1.314583333E-2,-2.490234375E-2
1.316666667E-2,-2.459716797E-2
1.318750000E-2,-2.484130859E-2
1.320833333E-2,-2.688598633E-2
1.322916667E-2,-2.938842773E-2
1.325000000E-2,-3.372192383E-2
1.327083333E-2,-3.646850586E-2
1.329166667E-2,-3.866577148E-2
1.331250000E-2,-4.006958008E-2
1.333333333E-2,-3.710937500E-2
1.335416667E-2,-3.311157227E-2
1.337500000E-2,-2.603149414E-2
1.339583333E-2,-1.788330078E-2
1.341666667E-2,-9.063720703E-3
1.343750000E-2,-1.464843750E-3
1.345833333E-2,6.164550781E-3
1.347916667E-2,1.101684570E-2
1.350000000E-2,1.339721680E-2
1.352083333E-2,1.449584961E-2
1.354166667E-2,1.190185547E-2
1.356250000E-2,9.094238281E-3
1.358333333E-2,4.730224609E-3
1.360416667E-2,1.220703125E-3
1.362500000E-2,-1.342773438E-3
1.364583333E-2,-2.166748047E-3
1.366666667E-2,-1.800537109E-3
1.368750000E-2,5.493164062E-4
1.370833333E-2,4.730224609E-3
1.372916667E-2,9.857177734E-3
1.375000000E-2,1.623535156E-2
1.377083333E-2,2.319335938E-2
1.379166667E-2,2.987670898E-2
1.381250000E-2,3.518676758E-2
1.383333333E-2,3.894042969E-2
1.385416667E-2,3.921508789E-2
1.387500000E-2,3.759765625E-2
1.389583333E-2,3.271484375E-2
1.391666667E-2,2.743530273E-2
1.393750000E-2,2.044677734E-2
1.395833333E-2,1.379394531E-2
1.397916667E-2,8.087158203E-3
1.400000000E-2,3.662109375E-3
1.402083333E-2,2.288818359E-3
1.404166667E-2,2.899169922E-3
1.406250000E-2,5.340576172E-3
1.408333333E-2,8.514404297E-3
1.410416667E-2,1.287841797E-2
1.412500000E-2,1.452636719E-2
1.414583333E-2,1.617431641E-2
1.416666667E-2,1.571655273E-2
1.418750000E-2,1.281738281E-2
1.420833333E-2,9.521484375E-3
1.422916667E-2,4.547119141E-3
1.425000000E-2,-1.129150391E-3
1.427083333E-2,-7.507324219E-3
1.429166667E-2,-1.403808594E-2
1.431250000E-2,-2.154541016E-2
1.433333333E-2,-2.786254883E-2
1.435416667E-2,-3.424072266E-2
1.437500000E-2,-3.952026367E-2
1.439583333E-2,-4.367065430E-2
1.441666667E-2,-4.562377930E-2
1.443750000E-2,-4.565429688E-2
1.445833333E-2,-4.464721680E-2
1.447916667E-2,-4.174804688E-2
1.450000000E-2,-3.863525391E-2
1.452083333E-2,-3.533935547E-2
1.454166667E-2,-3.170776367E-2
1.456250000E-2,-2.844238281E-2
1.458333333E-2,-2.783203125E-2
1.460416667E-2,-2.664184570E-2
1.462500000E-2,-2.703857422E-2
1.464583333E-2,-2.960205078E-2
1.466666667E-2,-3.213500977E-2
1.468750000E-2,-3.540039062E-2
1.470833333E-2,-3.906250000E-2
1.472916667E-2,-4.147338867E-2
1.475000000E-2,-4.205322266E-2
1.477083333E-2,-4.196166992E-2
1.479166667E-2,-3.817749023E-2
1.481250000E-2,-3.356933594E-2
1.483333333E-2,-2.807617188E-2
1.485416667E-2,-2.111816406E-2
1.487500000E-2,-1.388549805E-2
1.489583333E-2,-7.904052734E-3
1.491666667E-2,-3.021240234E-3
1.493750000E-2,1.403808594E-3
1.495833333E-2,3.173828125E-3
1.497916667E-2,4.821777344E-3
1.500000000E-2,5.310058594E-3
1.502083333E-2,3.692626953E-3
1.504166667E-2,3.631591797E-3
1.506250000E-2,2.746582031E-3
1.508333333E-2,2.868652344E-3
1.510416667E-2,3.753662109E-3
1.512500000E-2,5.371093750E-3
1.514583333E-2,7.354736328E-3
1.516666667E-2,9.979248047E-3
1.518750000E-2,1.376342773E-2
1.520833333E-2,1.641845703E-2
1.522916667E-2,1.986694336E-2
1.525000000E-2,2.218627930E-2
1.527083333E-2,2.307128906E-2
1.529166667E-2,2.438354492E-2
1.531250000E-2,2.279663086E-2
1.533333333E-2,2.127075195E-2
1.535416667E-2,1.889038086E-2
1.537500000E-2,1.699829102E-2
1.539583333E-2,1.370239258E-2
1.541666667E-2,1.330566406E-2
1.543750000E-2,1.144409180E-2
1.545833333E-2,1.104736328E-2
1.547916667E-2,1.098632812E-2
1.550000000E-2,1.028442383E-2
1.552083333E-2,9.887695312E-3
1.554166667E-2,9.429931641E-3
1.556250000E-2,8.972167969E-3
1.558333333E-2,7.019042969E-3
1.560416667E-2,5.950927734E-3
1.562500000E-2,3.295898438E-3
1.564583333E-2,4.577636719E-4
1.566666667E-2,-3.601074219E-3
1.568750000E-2,-8.453369141E-3
1.570833333E-2,-1.342773438E-2
1.572916667E-2,-1.766967773E-2
1.575000000E-2,-2.117919922E-2
1.577083333E-2,-2.355957031E-2
1.579166667E-2,-2.429199219E-2
1.581250000E-2,-2.346801758E-2
1.583333333E-2,-2.230834961E-2
1.585416667E-2,-2.078247070E-2
1.587500000E-2,-1.931762695E-2
1.589583333E-2,-1.959228516E-2
1.591666667E-2,-1.992797852E-2
1.593750000E-2,-2.078247070E-2
1.595833333E-2,-2.282714844E-2
1.597916667E-2,-2.407836914E-2
1.600000000E-2,-2.597045898E-2
1.602083333E-2,-2.597045898E-2
1.604166667E-2,-2.645874023E-2
1.606250000E-2,-2.590942383E-2
1.608333333E-2,-2.490234375E-2
1.610416667E-2,-2.374267578E-2
1.612500000E-2,-2.117919922E-2
1.614583333E-2,-1.947021484E-2
1.616666667E-2,-1.721191406E-2
1.618750000E-2,-1.501464844E-2
1.620833333E-2,-1.193237305E-2
1.622916667E-2,-1.046752930E-2
1.625000000E-2,-8.422851562E-3
1.627083333E-2,-7.385253906E-3
1.629166667E-2,-7.751464844E-3
1.631250000E-2,-5.981445312E-3
1.633333333E-2,-7.324218750E-3
1.635416667E-2,-7.141113281E-3
1.637500000E-2,-7.263183594E-3
1.639583333E-2,-6.103515625E-3
1.641666667E-2,-5.584716797E-3
1.643750000E-2,-2.716064453E-3
1.645833333E-2,-1.495361328E-3
1.647916667E-2,1.312255859E-3
1.650000000E-2,4.119873047E-3
1.652083333E-2,6.469726562E-3
1.654166667E-2,9.338378906E-3
1.656250000E-2,1.171875000E-2
1.658333333E-2,1.400756836E-2
1.660416667E-2,1.623535156E-2
1.662500000E-2,1.794433594E-2
1.664583333E-2,2.017211914E-2
1.666666667E-2,2.163696289E-2
1.668750000E-2,2.349853516E-2
1.670833333E-2,2.441406250E-2
1.672916667E-2,2.536010742E-2
1.675000000E-2,2.514648438E-2
1.677083333E-2,2.572631836E-2
1.679166667E-2,2.529907227E-2
1.681250000E-2,2.526855469E-2
1.683333333E-2,2.523803711E-2
1.685416667E-2,2.539062500E-2
1.687500000E-2,2.578735352E-2
1.689583333E-2,2.520751953E-2
1.691666667E-2,2.416992188E-2
1.693750000E-2,2.230834961E-2
1.695833333E-2,2.020263672E-2
1.697916667E-2,1.614379883E-2
1.700000000E-2,1.245117188E-2
1.702083333E-2,8.117675781E-3
1.704166667E-2,4.425048828E-3
1.706250000E-2,2.258300781E-3
1.708333333E-2,7.934570312E-4
1.710416667E-2,1.831054688E-4
1.712500000E-2,4.882812500E-4
1.714583333E-2,5.187988281E-4
1.716666667E-2,-4.272460938E-4
1.718750000E-2,-3.051757812E-5
1.720833333E-2,-1.495361328E-3
1.722916667E-2,-2.044677734E-3
1.725000000E-2,-4.028320312E-3
1.727083333E-2,-5.981445312E-3
1.729166667E-2,-9.246826172E-3
1.731250000E-2,-1.364135742E-2
1.733333333E-2,-1.843261719E-2
1.735416667E-2,-2.404785156E-2
1.737500000E-2,-2.740478516E-2
1.739583333E-2,-3.067016602E-2
1.741666667E-2,-2.972412109E-2
1.743750000E-2,-2.825927734E-2
1.745833333E-2,-2.328491211E-2
1.747916667E-2,-1.733398438E-2
1.750000000E-2,-1.007080078E-2
1.752083333E-2,-2.777099609E-3
1.754166667E-2,4.119873047E-3
1.756250000E-2,1.000976562E-2
1.758333333E-2,1.406860352E-2
1.760416667E-2,1.809692383E-2
1.762500000E-2,1.962280273E-2
1.764583333E-2,2.178955078E-2
1.766666667E-2,2.377319336E-2
1.768750000E-2,2.560424805E-2
1.770833333E-2,2.874755859E-2
1.772916667E-2,3.201293945E-2
1.775000000E-2,3.506469727E-2
1.777083333E-2,3.836059570E-2
1.779166667E-2,4.260253906E-2
1.781250000E-2,4.623413086E-2
1.783333333E-2,5.108642578E-2
1.785416667E-2,5.523681641E-2
1.787500000E-2,6.008911133E-2
1.789583333E-2,6.475830078E-2
1.791666667E-2,6.817626953E-2
1.793750000E-2,7.046508789E-2
1.795833333E-2,7.171630859E-2
1.797916667E-2,7.116699219E-2
1.800000000E-2,7.019042969E-2
1.802083333E-2,6.796264648E-2
1.804166667E-2,6.549072266E-2
1.806250000E-2,6.314086914E-2
1.808333333E-2,6.228637695E-2
1.810416667E-2,6.063842773E-2
1.812500000E-2,6.207275391E-2
1.814583333E-2,6.201171875E-2
1.816666667E-2,6.317138672E-2
1.818750000E-2,6.182861328E-2
1.820833333E-2,6.021118164E-2
1.822916667E-2,5.465698242E-2
1.825000000E-2,4.837036133E-2
1.827083333E-2,3.912353516E-2
1.829166667E-2,2.963256836E-2
1.831250000E-2,1.898193359E-2
1.833333333E-2,9.765625000E-3
1.835416667E-2,2.319335938E-3
1.837500000E-2,-3.204345703E-3
1.839583333E-2,-5.310058594E-3
1.841666667E-2,-5.950927734E-3
1.843750000E-2,-4.180908203E-3
1.845833333E-2,-2.075195312E-3
1.847916667E-2,1.525878906E-3
1.850000000E-2,3.936767578E-3
1.852083333E-2,5.401611328E-3
1.854166667E-2,4.608154297E-3
1.856250000E-2,2.532958984E-3
1.858333333E-2,-2.044677734E-3
1.860416667E-2,-7.568359375E-3
1.862500000E-2,-1.422119141E-2
1.864583333E-2,-2.105712891E-2
1.866666667E-2,-2.670288086E-2
1.868750000E-2,-3.103637695E-2
1.870833333E-2,-3.314208984E-2
1.872916667E-2,-3.338623047E-2
1.875000000E-2,-3.073120117E-2
1.877083333E-2,-2.764892578E-2
1.879166667E-2,-2.236938477E-2
1.881250000E-2,-1.742553711E-2
1.883333333E-2,-1.257324219E-2
1.885416667E-2,-8.911132812E-3
1.887500000E-2,-5.981445312E-3
1.889583333E-2,-4.821777344E-3
1.891666667E-2,-4.272460938E-3
1.893750000E-2,-4.913330078E-3
1.895833333E-2,-5.645751953E-3
1.897916667E-2,-6.256103516E-3
1.900000000E-2,-6.561279297E-3
1.902083333E-2,-6.805419922E-3
1.904166667E-2,-4.302978516E-3
1.906250000E-2,-2.166748047E-3
1.908333333E-2,2.807617188E-3
1.910416667E-2,8.300781250E-3
1.912500000E-2,1.449584961E-2
1.914583333E-2,2.078247070E-2
1.916666667E-2,2.682495117E-2
1.918750000E-2,3.170776367E-2
1.920833333E-2,3.543090820E-2
1.922916667E-2,3.900146484E-2
1.925000000E-2,4.064941406E-2
1.927083333E-2,4.324340820E-2
1.929166667E-2,4.440307617E-2
1.931250000E-2,4.528808594E-2
1.933333333E-2,4.534912109E-2
1.935416667E-2,4.495239258E-2
1.937500000E-2,4.431152344E-2
1.939583333E-2,4.446411133E-2
1.941666667E-2,4.592895508E-2
1.943750000E-2,4.797363281E-2
1.945833333E-2,5.215454102E-2
1.947916667E-2,5.459594727E-2
1.950000000E-2,5.847167969E-2
1.952083333E-2,6.179809570E-2
1.954166667E-2,6.298828125E-2
1.956250000E-2,6.484985352E-2
1.958333333E-2,6.430053711E-2
1.960416667E-2,6.286621094E-2
1.962500000E-2,6.027221680E-2
1.964583333E-2,5.603027344E-2
1.966666667E-2,5.047607422E-2
1.968750000E-2,4.470825195E-2
1.970833333E-2,3.973388672E-2
1.972916667E-2,3.497314453E-2
1.975000000E-2,3.295898438E-2
1.977083333E-2,3.094482422E-2
1.979166667E-2,3.237915039E-2
1.981250000E-2,3.363037109E-2
